ICD9,ICD9 Label,Valid_2014,Valid_2015,AGE_AT_DIAG,SEX_COND,CC_AGE_SPLIT,CC_SEX_SPLIT,CC,Additional_CC
1941,Malig neo parathyroid,Y,Y,,,,,13,
1945,Mal neo carotid body,Y,Y,,,,,13,
1946,Mal neo paraganglia NEC,Y,Y,,,,,13,
1948,Mal neo endocrine NEC,Y,Y,,,,,13,
1949,Mal neo endocrine NOS,Y,Y,,,,,13,
1991,Malignant neoplasm NOS,Y,Y,,,,,13,
23770,Neurofibromatosis NOS,Y,Y,,,,,13,
23771,Neurofibromatosis type I,Y,Y,,,,,13,
23772,Neurofibromatosis typ II,Y,Y,,,,,13,
23773,Schwannomatosis,Y,Y,,,,,13,
23779,Neurofibromatosis NEC,Y,Y,,,,,13,
2592,Carcinoid syndrome,Y,Y,,,,,13,
99686,Compl pancreas transplnt,Y,Y,,,,,18,
V4283,Trnspl status-pancreas,Y,Y,,,,,18,
24910,Sec DM keto nt st uncntr,Y,Y,,,,,19,
24911,Sec DM ketoacd uncntrld,Y,Y,,,,,19,
24920,Sec DM hpros nt st uncnr,Y,Y,,,,,19,
24921,Sec DM hprosmlr uncntrld,Y,Y,,,,,19,
24930,Sec DM ot cma nt st uncn,Y,Y,,,,,19,
24931,Sec DM oth coma uncntrld,Y,Y,,,,,19,
25010,DMII keto nt st uncntrld,Y,Y,,,,,19,
25011,DMI keto nt st uncntrld,Y,Y,,,,,19,
25012,DMII ketoacd uncontrold,Y,Y,,,,,19,
25013,DMI ketoacd uncontrold,Y,Y,,,,,19,
25020,DMII hprsm nt st uncntrl,Y,Y,,,,,19,
25021,DMI hprsm nt st uncntrld,Y,Y,,,,,19,
25022,DMII hprosmlr uncontrold,Y,Y,,,,,19,
25023,DMI hprosmlr uncontrold,Y,Y,,,,,19,
25030,DMII o cm nt st uncntrld,Y,Y,,,,,19,
25031,DMI o cm nt st uncntrld,Y,Y,,,,,19,
25032,DMII oth coma uncontrold,Y,Y,,,,,19,
25033,DMI oth coma uncontrold,Y,Y,,,,,19,
24940,Sec DM renl nt st uncntr,Y,Y,,,,,20,
24941,Sec DM renal uncontrld,Y,Y,,,,,20,
24950,Sec DM ophth nt st uncn,Y,Y,,,,,20,
24951,Sec DM ophth uncontrld,Y,Y,,,,,20,
24960,Sec DM neuro nt st uncn,Y,Y,,,,,20,
24961,Sec DM neuro uncontrld,Y,Y,,,,,20,
24970,Sec DM circ nt st uncntr,Y,Y,,,,,20,
24971,Sec DM circ uncontrld,Y,Y,,,,,20,
24980,Sec DM oth nt st uncontr,Y,Y,,,,,20,
24981,Sec DM other uncontrld,Y,Y,,,,,20,
24990,Sec DM unsp nt st uncon,Y,Y,,,,,20,
24991,Sec DM unsp uncontrold,Y,Y,,,,,20,
25040,DMII renl nt st uncntrld,Y,Y,,,,,20,
25041,DMI renl nt st uncntrld,Y,Y,,,,,20,
25042,DMII renal uncntrld,Y,Y,,,,,20,
25043,DMI renal uncntrld,Y,Y,,,,,20,
25050,DMII ophth nt st uncntrl,Y,Y,,,,,20,
25051,DMI ophth nt st uncntrld,Y,Y,,,,,20,
25052,DMII ophth uncntrld,Y,Y,,,,,20,
25053,DMI ophth uncntrld,Y,Y,,,,,20,
25060,DMII neuro nt st uncntrl,Y,Y,,,,,20,
25061,DMI neuro nt st uncntrld,Y,Y,,,,,20,
25062,DMII neuro uncntrld,Y,Y,,,,,20,
25063,DMI neuro uncntrld,Y,Y,,,,,20,
25070,DMII circ nt st uncntrld,Y,Y,,,,,20,
25071,DMI circ nt st uncntrld,Y,Y,,,,,20,
25072,DMII circ uncntrld,Y,Y,,,,,20,
25073,DMI circ uncntrld,Y,Y,,,,,20,
25080,DMII oth nt st uncntrld,Y,Y,,,,,20,
25081,DMI oth nt st uncntrld,Y,Y,,,,,20,
25082,DMII oth uncntrld,Y,Y,,,,,20,
25083,DMI oth uncntrld,Y,Y,,,,,20,
25090,DMII unspf nt st uncntrl,Y,Y,,,,,20,
25091,DMI unspf nt st uncntrld,Y,Y,,,,,20,
25092,DMII unspf uncntrld,Y,Y,,,,,20,
25093,DMI unspf uncntrld,Y,Y,,,,,20,
3572,Neuropathy in diabetes,Y,Y,,,,,20,
36201,Diabetic retinopathy NOS,Y,Y,,,,,20,
36202,Prolif diab retinopathy,Y,Y,,,,,20,
36203,Nonprolf db retnoph NOS,Y,Y,,,,,20,
36204,Mild nonprolf db retnoph,Y,Y,,,,,20,
36205,Mod nonprolf db retinoph,Y,Y,,,,,20,
36206,Sev nonprolf db retinoph,Y,Y,,,,,20,
36207,Diabetic macular edema,Y,Y,,,,,20,
36641,Diabetic cataract,Y,Y,,,,,20,
24900,Sec DM wo cmp nt st uncn,Y,Y,,,,,21,
24901,Sec DM wo comp uncontrld,Y,Y,,,,,21,
25000,DMII wo cmp nt st uncntr,Y,Y,,,,,21,
25001,DMI wo cmp nt st uncntrl,Y,Y,,,,,21,
25002,DMII wo cmp uncntrld,Y,Y,,,,,21,
25003,DMI wo cmp uncntrld,Y,Y,,,,,21,
V5867,Long-term use of insulin,Y,Y,,,,,21,
260,Kwashiorkor,Y,Y,,,,,23,
261,Nutritional marasmus,Y,Y,,,,,23,
262,Oth severe malnutrition,Y,Y,,,,,23,
2630,Malnutrition mod degree,Y,Y,,,,,23,
2631,Malnutrition mild degree,Y,Y,,,,,23,
2632,Arrest devel d/t malnutr,Y,Y,,,,,23,
2638,Protein-cal malnutr NEC,Y,Y,,,,,23,
2639,Protein-cal malnutr NOS,Y,Y,,,,,23,
7994,Cachexia,Y,Y,,,,,23,
2775,Mucopolysaccharidosis,Y,Y,,,,,26,
2710,Glycogenosis,Y,Y,,,,,27,
2727,Lipidoses,Y,Y,,,,,27,
2700,Amino-acid transport dis,Y,Y,,,,,28,
2701,Phenylketonuria - pku,Y,Y,,,,,28,
2702,Arom amin-acid metab NEC,Y,Y,,,,,28,
2703,Bran-chain amin-acid dis,Y,Y,,,,,28,
2704,Sulph amino-acid met dis,Y,Y,,,,,28,
2705,Dis histidine metabolism,Y,Y,,,,,28,
2706,Dis urea cycle metabol,Y,Y,,,,,28,
2707,Straig amin-acid met NEC,Y,Y,,,,,28,
2708,Dis amino-acid metab NEC,Y,Y,,,,,28,
2709,Dis amino-acid metab NOS,Y,Y,,,,,28,
2711,Galactosemia,Y,Y,,,,,28,
2714,Renal glycosuria,Y,Y,,,,,28,
2718,Dis carbohydr metab NEC,Y,Y,,,,,28,
2719,Dis carbohydr metab NOS,Y,Y,,,,,28,
27782,Crnitne def d/t nb met,Y,Y,,,,,28,
27785,Disorders acid oxidation,Y,Y,,,,,28,
27786,Peroxisomal disorders,Y,Y,,,,,28,
27787,Dis mitochondrial metab,Y,Y,,,,,28,
2734,Alpha-1-antitrypsin def,Y,Y,,,,,29,
2771,Dis porphyrin metabolism,Y,Y,,,,,29,
2772,Purine/pyrimid dis NEC,Y,Y,,,,,29,
27730,Amyloidosis NOS,Y,Y,,,,,29,
27731,Fam Mediterranean fever,Y,Y,,,,,29,
27739,Amyloidosis NEC,Y,Y,,,,,29,
2776,Defic circul enzyme NEC,Y,Y,,,,,29,
27781,Primary carnitine defncy,Y,Y,,,,,29,
27783,Iatrogenic carnitine def,Y,Y,,,,,29,
27784,Sec carnitine defncy NEC,Y,Y,,,,,29,
27789,Metabolism disorder NEC,Y,Y,,,,,29,
0363,Meningococc adrenal synd,Y,Y,,,,,30,
2510,Hypoglycemic coma,Y,Y,,,,,30,
25200,Hyperparathyroidism NOS,Y,Y,,,,,30,
25201,Primary hyperparathyroid,Y,Y,,,,,30,
25202,Sec hyprprthyrd nonrenal,Y,Y,,,,,30,
25208,Hyperparathyroidism NEC,Y,Y,,,,,30,
2521,Hypoparathyroidism,Y,Y,,,,,30,
2528,Parathyroid disorder NEC,Y,Y,,,,,30,
2529,Parathyroid disorder NOS,Y,Y,,,,,30,
2530,Acromegaly and gigantism,Y,Y,,,,,30,
2531,Ant pituit hyperfunc NEC,Y,Y,,,,,30,
2532,Panhypopituitarism,Y,Y,,,,,30,
2533,Pituitary dwarfism,Y,Y,,,,,30,
2534,Anter pituitary dis NEC,Y,Y,,,,,30,
2535,Diabetes insipidus,Y,Y,,,,,30,
2536,Neurohypophysis dis NEC,Y,Y,,,,,30,
2537,Iatrogenic pituitary dis,Y,Y,,,,,30,
2538,Pituitary disorder NEC,Y,Y,,,,,30,
2539,Pituitary disorder NOS,Y,Y,,,,,30,
2540,Persist hyperplas thymus,Y,Y,,,,,30,
2541,Abscess of thymus,Y,Y,,,,,30,
2548,Diseases of thymus NEC,Y,Y,,,,,30,
2549,Disease of thymus NOS,Y,Y,,,,,30,
2550,Cushing's syndrome,Y,Y,,,,,30,
25510,Hyperaldosteronism NOS,Y,Y,,,,,30,
25511,Glucrtcod-rem aldsternsm,Y,Y,,,,,30,
25512,Conn's syndrome,Y,Y,,,,,30,
25513,Bartter's syndrome,Y,Y,,,,,30,
25514,Secondry aldosternsm NEC,Y,Y,,,,,30,
2552,Adrenogenital disorders,Y,Y,,,,,30,
2553,Corticoadren overact NEC,Y,Y,,,,,30,
25541,Glucocorticoid deficient,Y,Y,,,,,30,
25542,Mineralcorticoid defcnt,Y,Y,,,,,30,
2555,Adrenal hypofunction NEC,Y,Y,,,,,30,
2556,Medulloadrenal hyperfunc,Y,Y,,,,,30,
2558,Adrenal disorder NEC,Y,Y,,,,,30,
2559,Adrenal disorder NOS,Y,Y,,,,,30,
25801,Mult endo neoplas type I,Y,Y,,,,,30,
25802,Mult endo neop type IIA,Y,Y,,,,,30,
25803,Mult endo neop type IIB,Y,Y,,,,,30,
2581,Comb endocr dysfunct NEC,Y,Y,,,,,30,
2588,Polyglandul dysfunc NEC,Y,Y,,,,,30,
2589,Polyglandul dysfunc NOS,Y,Y,,,,,30,
5881,Nephrogen diabetes insip,Y,Y,,,,,30,
58881,Sec hyperparathyrd-renal,Y,Y,,,,,30,
99682,Compl liver transplant,Y,Y,,,,,34,
V427,Liver transplant status,Y,Y,,,,,34,
4560,Esophag varices w bleed,Y,Y,,,,,35,
4561,Esoph varices w/o bleed,Y,Y,,,,,35,
45620,Bleed esoph var oth dis,Y,Y,,,,,35,
45621,Esoph varice oth dis NOS,Y,Y,,,,,35,
5722,Hepatic encephalopathy,Y,Y,,,,,35,
5723,Portal hypertension,Y,Y,,,,,35,
5724,Hepatorenal syndrome,Y,Y,,,,,35,
5728,"Oth sequela, chr liv dis",Y,Y,,,,,35,
5735,Hepatopulmonary syndrome,Y,Y,,,,,35,
5712,Alcohol cirrhosis liver,Y,Y,age >=15,,,,36,
5713,Alcohol liver damage NOS,Y,Y,age >=15,,,,36,
5715,Cirrhosis of liver NOS,Y,Y,,,,,36,
5716,Biliary cirrhosis,Y,Y,,,,,36,
07022,Hpt B chrn coma wo dlta,Y,Y,,,,,37,
07023,Hpt B chrn coma w dlta,Y,Y,,,,,37,
07032,Hpt B chrn wo cm wo dlta,Y,Y,,,,,37,
07033,Hpt B chrn wo cm w dlta,Y,Y,,,,,37,
07044,Chrnc hpt C w hepat Coma,Y,Y,,,,,37,
07054,Chrnc hpt C wo hpat coma,Y,Y,,,,,37,
57140,Chronic hepatitis NOS,Y,Y,,,,,37,
57141,Chr persistent hepatitis,Y,Y,,,,,37,
57142,Autoimmune hepatitis,Y,Y,,,,,37,
57149,Chronic hepatitis NEC,Y,Y,,,,,37,
0063,Amebic liver abscess,Y,Y,,,,,38,
0700,Hepatitis A with coma,Y,Y,,,,,38,
07020,Hpt B acte coma wo dlta,Y,Y,,,,,38,
07021,Hpt B acte coma w dlta,Y,Y,,,,,38,
07041,Hpt C acute w hepat Coma,Y,Y,,,,,38,
07042,Hpt dlt wo b w hpt coma,Y,Y,,,,,38,
07043,Hpt E w hepat Coma,Y,Y,,,,,38,
07049,Oth vrl hepat w hpt coma,Y,Y,,,,,38,
0706,Viral hepat NOS w coma,Y,Y,,,,,38,
07071,Hpt C w hepatic coma NOS,Y,Y,,,,,38,
570,Acute necrosis of liver,Y,Y,,,,,38,
5711,Ac alcoholic hepatitis,Y,Y,age >=15,,,,38,
5720,Abscess of liver,Y,Y,,,,,38,
5721,Portal pyemia,Y,Y,,,,,38,
5734,Hepatic infarction,Y,Y,,,,,38,
7744,Fetal/neonatal hepatitis,Y,Y,age = 0,,,,38,
99687,Comp intestine transplnt,Y,Y,,,,,41,
V4284,Trnspl status-intestines,Y,Y,,,,,41,
03283,Diphtheritic peritonitis,Y,Y,,,,,42,
09886,Gonococcal peritonitis,Y,Y,,,,,42,
53110,Ac stomach ulcer w perf,Y,Y,,,,,42,
53111,Ac stom ulc w perf-obst,Y,Y,,,,,42,
53120,Ac stomac ulc w hem/perf,Y,Y,,,,,42,
53121,Ac stom ulc hem/perf-obs,Y,Y,,,,,42,
53150,Chr stomach ulcer w perf,Y,Y,,,,,42,
53151,Chr stom ulc w perf-obst,Y,Y,,,,,42,
53160,Chr stomach ulc hem/perf,Y,Y,,,,,42,
53161,Chr stom ulc hem/perf-ob,Y,Y,,,,,42,
53210,Ac duodenal ulcer w perf,Y,Y,,,,,42,
53211,Ac duoden ulc perf-obstr,Y,Y,,,,,42,
53220,Ac duoden ulc w hem/perf,Y,Y,,,,,42,
53221,Ac duod ulc hem/perf-obs,Y,Y,,,,,42,
53250,Chr duoden ulcer w perf,Y,Y,,,,,42,
53251,Chr duoden ulc perf-obst,Y,Y,,,,,42,
53260,Chr duoden ulc hem/perf,Y,Y,,,,,42,
53261,Chr duod ulc hem/perf-ob,Y,Y,,,,,42,
53310,Ac peptic ulcer w perfor,Y,Y,,,,,42,
53311,Ac peptic ulc w perf-obs,Y,Y,,,,,42,
53320,Ac peptic ulc w hem/perf,Y,Y,,,,,42,
53321,Ac pept ulc hem/perf-obs,Y,Y,,,,,42,
53350,Chr peptic ulcer w perf,Y,Y,,,,,42,
53351,Chr peptic ulc perf-obst,Y,Y,,,,,42,
53360,Chr pept ulc w hem/perf,Y,Y,,,,,42,
53361,Chr pept ulc hem/perf-ob,Y,Y,,,,,42,
53410,Ac marginal ulcer w perf,Y,Y,,,,,42,
53411,Ac margin ulc w perf-obs,Y,Y,,,,,42,
53420,Ac margin ulc w hem/perf,Y,Y,,,,,42,
53421,Ac marg ulc hem/perf-obs,Y,Y,,,,,42,
53450,Chr marginal ulc w perf,Y,Y,,,,,42,
53451,Chr margin ulc perf-obst,Y,Y,,,,,42,
53460,Chr margin ulc hem/perf,Y,Y,,,,,42,
53461,Chr marg ulc hem/perf-ob,Y,Y,,,,,42,
5570,Ac vasc insuff intestine,Y,Y,,,age < 2,,42,
5571,Chr vasc insuff intest,Y,Y,,,age < 2,,42,
5579,Vasc insuff intest NOS,Y,Y,,,age < 2,,42,
5670,Peritonitis in infec dis,Y,Y,,,,,42,
5671,Pneumococcal peritonitis,Y,Y,,,,,42,
56721,Peritonitis (acute) gen,Y,Y,,,,,42,
56722,Peritoneal abscess,Y,Y,,,,,42,
56723,Spontan bact peritonitis,Y,Y,,,,,42,
56729,Suppurat peritonitis NEC,Y,Y,,,,,42,
56731,Psoas muscle abscess,Y,Y,,,,,42,
56738,Retroperiton abscess NEC,Y,Y,,,,,42,
56739,Retroperiton infect NEC,Y,Y,,,,,42,
56781,Choleperitonitis,Y,Y,,,,,42,
56782,Sclerosing mesenteritis,Y,Y,,,,,42,
56789,Peritonitis NEC,Y,Y,,,,,42,
5679,Peritonitis NOS,Y,Y,,,,,42,
56983,Perforation of intestine,Y,Y,,,,,42,
77750,Nec enterocoltis NB NOS,Y,Y,age = 0,,,,42,
77751,Stg I nec enterocol NB,Y,Y,age = 0,,,,42,
77752,Stg II nec enterocol NB,Y,Y,age = 0,,,,42,
77753,Stg III nec enterocol NB,Y,Y,age = 0,,,,42,
7776,Perinatal intest perfor,Y,Y,age = 0,,,,42,
5370,Acq pyloric stenosis,Y,Y,,,,,45,
5373,Duodenal obstruction NEC,Y,Y,,,,,45,
53781,Pylorospasm,Y,Y,,,,,45,
5600,Intussusception,Y,Y,,,,,45,
5601,Paralytic ileus,Y,Y,,,,,45,
5602,Volvulus of intestine,Y,Y,,,,,45,
56030,Impaction intestine NOS,Y,Y,,,,,45,
56031,Gallstone ileus,Y,Y,,,,,45,
56032,Fecal impaction,Y,Y,,,,,45,
56039,Impaction intestine NEC,Y,Y,,,,,45,
56081,Intestinal adhes w obstr,Y,Y,,,,,45,
56089,Intestinal obstruct NEC,Y,Y,,,,,45,
5609,Intestinal obstruct NOS,Y,Y,,,,,45,
7505,Cong pyloric stenosis,Y,Y,,,,,45,
7511,Atresia small intestine,Y,Y,,,,,45,
7512,Atresia large intestine,Y,Y,,,,,45,
7513,Hirschsprung's disease,Y,Y,,,,,45,
7514,Intestinal fixation anom,Y,Y,,,,,45,
5771,Chronic pancreatitis,Y,Y,,,,,46,
0402,Whipple's disease,Y,Y,,,,,47,
0723,Mumps pancreatitis,Y,Y,,,,,47,
2514,Abn secretion glucagon,Y,Y,,,,,47,
2515,Abnorm secretion gastrin,Y,Y,,,,,47,
2518,Pancreatic disorder NEC,Y,Y,,,,,47,
2519,Pancreatic disorder NOS,Y,Y,,,,,47,
5770,Acute pancreatitis,Y,Y,,,,,47,
5772,Pancreat cyst/pseudocyst,Y,Y,,,,,47,
5778,Pancreatic disease NEC,Y,Y,,,,,47,
5779,Pancreatic disease NOS,Y,Y,,,,,47,
5790,Celiac disease,Y,Y,,,,,47,
5791,Tropical sprue,Y,Y,,,,,47,
5792,Blind loop syndrome,Y,Y,,,,,47,
5793,Intest postop nonabsorb,Y,Y,,,,,47,
5794,Pancreatic steatorrhea,Y,Y,,,,,47,
5798,Intest malabsorption NEC,Y,Y,,,,,47,
5799,Intest malabsorption NOS,Y,Y,,,,,47,
5550,"Reg enteritis, sm intest",Y,Y,,,,,48,
5551,"Reg enteritis, lg intest",Y,Y,,,,,48,
5552,Reg enterit sm/lg intest,Y,Y,,,,,48,
5559,Regional enteritis NOS,Y,Y,,,,,48,
5560,Ulcerative enterocolitis,Y,Y,,,,,48,
5561,Ulcerative ileocolitis,Y,Y,,,,,48,
5562,Ulcerative proctitis,Y,Y,,,,,48,
5563,Ulcertve prctosigmoidtis,Y,Y,,,,,48,
5564,Pseudopolyposis colon,Y,Y,,,,,48,
5565,Lftsded ulcertve colitis,Y,Y,,,,,48,
5566,Univrsl ulcertve colitis,Y,Y,,,,,48,
5568,Other ulcerative colitis,Y,Y,,,,,48,
5569,Ulceratve colitis unspcf,Y,Y,,,,,48,
72886,Necrotizing fasciitis,Y,Y,,,,,54,
00323,Salmonella arthritis,Y,Y,,,,,55,
00324,Salmonella osteomyelitis,Y,Y,,,,,55,
03682,Meningococc arthropathy,Y,Y,,,,,55,
05671,Arthritis due to rubella,Y,Y,,,,,55,
09850,Gonococcal arthritis,Y,Y,,,,,55,
09851,Gonococcal synovitis,Y,Y,,,,,55,
09852,Gonococcal bursitis,Y,Y,,,,,55,
09853,Gonococcal spondylitis,Y,Y,,,,,55,
09859,Gc infect joint NEC,Y,Y,,,,,55,
1026,Yaws of bone & joint,Y,Y,,,,,55,
71100,Pyogen arthritis-unspec,Y,Y,,,,,55,
71101,Pyogen arthritis-shlder,Y,Y,,,,,55,
71102,Pyogen arthritis-up/arm,Y,Y,,,,,55,
71103,Pyogen arthritis-forearm,Y,Y,,,,,55,
71104,Pyogen arthritis-hand,Y,Y,,,,,55,
71105,Pyogen arthritis-pelvis,Y,Y,,,,,55,
71106,Pyogen arthritis-l/leg,Y,Y,,,,,55,
71107,Pyogen arthritis-ankle,Y,Y,,,,,55,
71108,Pyogen arthritis NEC,Y,Y,,,,,55,
71109,Pyogen arthritis-mult,Y,Y,,,,,55,
71130,Dysenter arthrit-unspec,Y,Y,,,,,55,
71131,Dysenter arthrit-shlder,Y,Y,,,,,55,
71132,Dysenter arthrit-up/arm,Y,Y,,,,,55,
71133,Dysenter arthrit-forearm,Y,Y,,,,,55,
71134,Dysenter arthrit-hand,Y,Y,,,,,55,
71135,Dysenter arthrit-pelvis,Y,Y,,,,,55,
71136,Dysenter arthrit-l/leg,Y,Y,,,,,55,
71137,Dysenter arthrit-ankle,Y,Y,,,,,55,
71138,Dysenter arthrit NEC,Y,Y,,,,,55,
71139,Dysenter arthrit-mult,Y,Y,,,,,55,
71140,Bact arthritis-unspec,Y,Y,,,,,55,
71141,Bact arthritis-shlder,Y,Y,,,,,55,
71142,Bact arthritis-up/arm,Y,Y,,,,,55,
71143,Bact arthritis-forearm,Y,Y,,,,,55,
71144,Bact arthritis-hand,Y,Y,,,,,55,
71145,Bact arthritis-pelvis,Y,Y,,,,,55,
71146,Bact arthritis-l/leg,Y,Y,,,,,55,
71147,Bact arthritis-ankle,Y,Y,,,,,55,
71148,Bact arthritis NEC,Y,Y,,,,,55,
71149,Bact arthritis-mult,Y,Y,,,,,55,
71150,Viral arthritis-unspec,Y,Y,,,,,55,
71151,Viral arthritis-shlder,Y,Y,,,,,55,
71152,Viral arthritis-up/arm,Y,Y,,,,,55,
71153,Viral arthritis-forearm,Y,Y,,,,,55,
71154,Viral arthritis-hand,Y,Y,,,,,55,
71155,Viral arthritis-pelvis,Y,Y,,,,,55,
71156,Viral arthritis-l/leg,Y,Y,,,,,55,
71157,Viral arthritis-ankle,Y,Y,,,,,55,
71158,Viral arthritis NEC,Y,Y,,,,,55,
71159,Viral arthritis-mult,Y,Y,,,,,55,
71160,Mycotic arthritis-unspec,Y,Y,,,,,55,
71161,Mycotic arthritis-shlder,Y,Y,,,,,55,
71162,Mycotic arthritis-up/arm,Y,Y,,,,,55,
71163,Mycotic arthrit-forearm,Y,Y,,,,,55,
71164,Mycotic arthritis-hand,Y,Y,,,,,55,
71165,Mycotic arthritis-pelvis,Y,Y,,,,,55,
71166,Mycotic arthritis-l/leg,Y,Y,,,,,55,
71167,Mycotic arthritis-ankle,Y,Y,,,,,55,
71168,Mycotic arthritis NEC,Y,Y,,,,,55,
71169,Mycotic arthritis-mult,Y,Y,,,,,55,
71170,Helminth arthrit-unspec,Y,Y,,,,,55,
71171,Helminth arthrit-shlder,Y,Y,,,,,55,
71172,Helminth arthrit-up/arm,Y,Y,,,,,55,
71173,Helminth arthrit-forearm,Y,Y,,,,,55,
71174,Helminth arthrit-hand,Y,Y,,,,,55,
71175,Helminth arthrit-pelvis,Y,Y,,,,,55,
71176,Helminth arthrit-l/leg,Y,Y,,,,,55,
71177,Helminth arthrit-ankle,Y,Y,,,,,55,
71178,Helminth arthrit NEC,Y,Y,,,,,55,
71179,Helminth arthrit-mult,Y,Y,,,,,55,
71180,Inf arthritis NEC-unspec,Y,Y,,,,,55,
71181,Inf arthritis NEC-shlder,Y,Y,,,,,55,
71182,Inf arthritis NEC-up/arm,Y,Y,,,,,55,
71183,Inf arthrit NEC-forearm,Y,Y,,,,,55,
71184,Inf arthritis NEC-hand,Y,Y,,,,,55,
71185,Inf arthritis NEC-pelvis,Y,Y,,,,,55,
71186,Inf arthritis NEC-l/leg,Y,Y,,,,,55,
71187,Inf arthritis NEC-ankle,Y,Y,,,,,55,
71188,Inf arthrit NEC-oth site,Y,Y,,,,,55,
71189,Inf arthritis NEC-mult,Y,Y,,,,,55,
71190,Inf arthritis NOS-unspec,Y,Y,,,,,55,
71191,Inf arthritis NOS-shlder,Y,Y,,,,,55,
71192,Inf arthritis NOS-up/arm,Y,Y,,,,,55,
71193,Inf arthrit NOS-forearm,Y,Y,,,,,55,
71194,Inf arthrit NOS-hand,Y,Y,,,,,55,
71195,Inf arthrit NOS-pelvis,Y,Y,,,,,55,
71196,Inf arthrit NOS-l/leg,Y,Y,,,,,55,
71197,Inf arthrit NOS-ankle,Y,Y,,,,,55,
71198,Inf arthrit NOS-oth site,Y,Y,,,,,55,
71199,Inf arthritis NOS-mult,Y,Y,,,,,55,
73000,Ac osteomyelitis-unspec,Y,Y,,,,,55,
73001,Ac osteomyelitis-shlder,Y,Y,,,,,55,
73002,Ac osteomyelitis-up/arm,Y,Y,,,,,55,
73003,Ac osteomyelitis-forearm,Y,Y,,,,,55,
73004,Ac osteomyelitis-hand,Y,Y,,,,,55,
73005,Ac osteomyelitis-pelvis,Y,Y,,,,,55,
73006,Ac osteomyelitis-l/leg,Y,Y,,,,,55,
73007,Ac osteomyelitis-ankle,Y,Y,,,,,55,
73008,Ac osteomyelitis NEC,Y,Y,,,,,55,
73009,Ac osteomyelitis-mult,Y,Y,,,,,55,
73010,Chr osteomyelitis-unsp,Y,Y,,,,,55,
73011,Chr osteomyelit-shlder,Y,Y,,,,,55,
73012,Chr osteomyelit-up/arm,Y,Y,,,,,55,
73013,Chr osteomyelit-forearm,Y,Y,,,,,55,
73014,Chr osteomyelit-hand,Y,Y,,,,,55,
73015,Chr osteomyelit-pelvis,Y,Y,,,,,55,
73016,Chr osteomyelit-l/leg,Y,Y,,,,,55,
73017,Chr osteomyelit-ankle,Y,Y,,,,,55,
73018,Chr osteomyelit NEC,Y,Y,,,,,55,
73019,Chr osteomyelit-mult,Y,Y,,,,,55,
73020,Osteomyelitis NOS-unspec,Y,Y,,,,,55,
73021,Osteomyelitis NOS-shlder,Y,Y,,,,,55,
73022,Osteomyelitis NOS-up/arm,Y,Y,,,,,55,
73023,Osteomyelit NOS-forearm,Y,Y,,,,,55,
73024,Osteomyelitis NOS-hand,Y,Y,,,,,55,
73025,Osteomyelitis NOS-pelvis,Y,Y,,,,,55,
73026,Osteomyelitis NOS-l/leg,Y,Y,,,,,55,
73027,Osteomyelitis NOS-ankle,Y,Y,,,,,55,
73028,Osteomyelit NOS-oth site,Y,Y,,,,,55,
73029,Osteomyelitis NOS-mult,Y,Y,,,,,55,
73030,Periostitis-unspec,Y,Y,,,,,55,
73031,Periostitis-shlder,Y,Y,,,,,55,
73032,Periostitis-up/arm,Y,Y,,,,,55,
73033,Periostitis-forearm,Y,Y,,,,,55,
73034,Periostitis-hand,Y,Y,,,,,55,
73035,Periostitis-pelvis,Y,Y,,,,,55,
73036,Periostitis-l/leg,Y,Y,,,,,55,
73037,Periostitis-ankle,Y,Y,,,,,55,
73038,Periostitis NEC,Y,Y,,,,,55,
73039,Periostitis-mult,Y,Y,,,,,55,
73070,Polio osteopathy-unspec,Y,Y,,,,,55,
73071,Polio osteopathy-shlder,Y,Y,,,,,55,
73072,Polio osteopathy-up/arm,Y,Y,,,,,55,
73073,Polio osteopathy-forearm,Y,Y,,,,,55,
73074,Polio osteopathy-hand,Y,Y,,,,,55,
73075,Polio osteopathy-pelvis,Y,Y,,,,,55,
73076,Polio osteopathy-l/leg,Y,Y,,,,,55,
73077,Polio osteopathy-ankle,Y,Y,,,,,55,
73078,Polio osteopathy NEC,Y,Y,,,,,55,
73079,Polio osteopathy-mult,Y,Y,,,,,55,
73080,Bone infect NEC-unspec,Y,Y,,,,,55,
73081,Bone infect NEC-shlder,Y,Y,,,,,55,
73082,Bone infect NEC-up/arm,Y,Y,,,,,55,
73083,Bone infect NEC-forearm,Y,Y,,,,,55,
73084,Bone infect NEC-hand,Y,Y,,,,,55,
73085,Bone infect NEC-pelvis,Y,Y,,,,,55,
73086,Bone infect NEC-l/leg,Y,Y,,,,,55,
73087,Bone infect NEC-ankle,Y,Y,,,,,55,
73088,Bone infect NEC-oth site,Y,Y,,,,,55,
73089,Bone infect NEC-mult,Y,Y,,,,,55,
73090,Bone infec NOS-unsp site,Y,Y,,,,,55,
73091,Bone infect NOS-shlder,Y,Y,,,,,55,
73092,Bone infect NOS-up/arm,Y,Y,,,,,55,
73093,Bone infect NOS-forearm,Y,Y,,,,,55,
73094,Bone infect NOS-hand,Y,Y,,,,,55,
73095,Bone infect NOS-pelvis,Y,Y,,,,,55,
73096,Bone infect NOS-l/leg,Y,Y,,,,,55,
73097,Bone infect NOS-ankle,Y,Y,,,,,55,
